County,State,TotalPop,IncomePerCap,Poverty,Unemployment
Wolfe County,Kentucky,7251,13533,36.9,10.5
Woodford County,Kentucky,25817,31208,14.5,3.8
Acadia Parish,Louisiana,62607,21591,21.5,8.9
Allen Parish,Louisiana,25667,20103,16.6,9.4
Ascension Parish,Louisiana,119129,31520,11.7,6.3
Assumption Parish,Louisiana,22881,25765,15.7,6.9
Avoyelles Parish,Louisiana,41095,20199,23.7,7.7
Beauregard Parish,Louisiana,36598,24551,17.3,7.4
Bienville Parish,Louisiana,13806,22701,25.3,7.4
Bossier Parish,Louisiana,125698,27235,16.4,5.8
Caddo Parish,Louisiana,251069,25565,23.4,7.0
Calcasieu Parish,Louisiana,198753,26569,16.8,6.6
Caldwell Parish,Louisiana,10000,20961,26.2,9.4
Cameron Parish,Louisiana,6806,29681,8.7,3.0
Catahoula Parish,Louisiana,10044,20717,21.8,5.6
Claiborne Parish,Louisiana,16296,16384,29.9,9.4
Concordia Parish,Louisiana,20211,17551,31.2,9.2
De Soto Parish,Louisiana,27164,23471,26.3,10.6
East Baton Rouge Parish,Louisiana,446167,30162,19.1,6.9
East Carroll Parish,Louisiana,7318,14694,48.2,6.9
East Feliciana Parish,Louisiana,19553,21138,17.9,6.1
Evangeline Parish,Louisiana,33750,18655,26.4,11.9
Franklin Parish,Louisiana,20388,18786,28.8,8.8
Grant Parish,Louisiana,22305,18509,20.2,7.9
Iberia Parish,Louisiana,73346,23410,20.4,11.2
Iberville Parish,Louisiana,33122,22252,19.3,7.5
Jackson Parish,Louisiana,15952,20109,25.4,6.2
Jefferson Parish,Louisiana,437038,28839,16.3,5.9
Jefferson Davis Parish,Louisiana,31405,23068,19.6,9.1
Lafayette Parish,Louisiana,238230,30656,16.6,5.1
Lafourche Parish,Louisiana,98112,26331,16.0,7.0
LaSalle Parish,Louisiana,14930,18836,24.8,6.1
Lincoln Parish,Louisiana,47536,21934,31.2,8.8
Livingston Parish,Louisiana,137096,27280,13.2,5.8
Madison Parish,Louisiana,11616,15134,36.4,12.3
Morehouse Parish,Louisiana,26290,18776,27.6,6.1
Natchitoches Parish,Louisiana,39051,18219,31.9,13.6
Orleans Parish,Louisiana,388182,29275,25.4,8.7
Ouachita Parish,Louisiana,156433,22538,24.5,7.0
Plaquemines Parish,Louisiana,23394,26177,19.3,3.0
Pointe Coupee Parish,Louisiana,22271,27160,17.5,8.3
Rapides Parish,Louisiana,132080,23486,19.5,7.7
Red River Parish,Louisiana,8723,25154,20.4,4.7
Richland Parish,Louisiana,20619,19975,28.2,7.0
Sabine Parish,Louisiana,24145,22980,19.6,9.5
St. Bernard Parish,Louisiana,45067,20431,19.7,10.7
St. Charles Parish,Louisiana,52728,30378,12.2,7.3
St. Helena Parish,Louisiana,10509,21148,26.4,15.7
St. James Parish,Louisiana,21485,25724,15.6,8.2
St. John the Baptist Parish,Louisiana,43565,23380,17.9,7.3
St. Landry Parish,Louisiana,83580,19205,27.9,5.5
St. Martin Parish,Louisiana,53609,23654,17.7,6.4
St. Mary Parish,Louisiana,52578,22212,19.5,8.5
St. Tammany Parish,Louisiana,249201,33149,10.8,6.4
Tangipahoa Parish,Louisiana,128850,23520,21.9,8.9
Tensas Parish,Louisiana,4771,16194,38.0,15.3
Terrebonne Parish,Louisiana,113067,24017,20.1,6.1
Union Parish,Louisiana,22537,20742,22.0,6.6
Vermilion Parish,Louisiana,59841,23608,17.9,7.3
Vernon Parish,Louisiana,51906,22583,16.9,8.7
Washington Parish,Louisiana,46449,18345,26.3,12.3
Webster Parish,Louisiana,40043,19256,24.9,6.5
West Baton Rouge Parish,Louisiana,25518,28140,17.9,5.7
West Carroll Parish,Louisiana,11274,22857,22.0,10.2
West Feliciana Parish,Louisiana,15376,23041,12.5,4.5
Winn Parish,Louisiana,14631,18417,27.3,6.0
Androscoggin County,Maine,107317,26276,14.3,5.2
Aroostook County,Maine,68840,23631,17.5,5.3
Cumberland County,Maine,289173,36780,10.7,4.0
Franklin County,Maine,30177,24162,12.4,6.1
Hancock County,Maine,54468,31178,11.6,5.7
Kennebec County,Maine,121289,27336,14.1,5.7
Knox County,Maine,39700,29806,11.6,4.7
Lincoln County,Maine,34021,31522,11.8,3.4
Oxford County,Maine,57230,22862,15.2,6.3
Penobscot County,Maine,152284,26347,15.9,6.5
Piscataquis County,Maine,16960,23464,18.7,7.8
Sagadahoc County,Maine,35149,32947,11.3,4.1
Somerset County,Maine,50994,22641,17.8,8.8
Waldo County,Maine,39280,27763,14.3,6.5
Washington County,Maine,31822,24311,18.2,7.9
York County,Maine,201454,33635,8.5,4.8
Allegany County,Maryland,72591,22355,16.8,9.0
Anne Arundel County,Maryland,564600,43258,6.1,5.2
Baltimore County,Maryland,828637,37270,9.1,5.5
Calvert County,Maryland,90824,41469,5.7,7.3
Caroline County,Maryland,32785,25355,16.5,6.5
Carroll County,Maryland,167319,39690,5.5,4.0
Cecil County,Maryland,102416,32542,9.4,5.8
Charles County,Maryland,156021,38890,6.9,4.5
Dorchester County,Maryland,32386,28911,15.4,8.3
Frederick County,Maryland,246105,39566,7.2,5.1
Garrett County,Maryland,29516,26303,11.4,4.8
Harford County,Maryland,250132,37972,7.5,5.2
Howard County,Maryland,312495,51045,5.2,4.2
Kent County,Maryland,19666,32217,13.1,4.8
Montgomery County,Maryland,1039198,51162,7.0,5.4
Prince George's County,Maryland,905161,34391,9.3,7.3
Queen Anne's County,Maryland,49071,40553,6.4,3.7
St. Mary's County,Maryland,110979,37528,8.2,4.2
Somerset County,Maryland,25801,18395,22.5,10.2
Talbot County,Maryland,37461,44785,10.0,4.4
Washington County,Maryland,149546,28742,12.8,6.8
Wicomico County,Maryland,102014,27755,15.9,7.6
Worcester County,Maryland,51559,34425,10.3,7.1
Baltimore city,Maryland,619796,28488,22.4,10.0
Barnstable County,Massachusetts,213900,40886,7.5,5.5
Berkshire County,Massachusetts,127751,33245,11.3,6.8
Bristol County,Massachusetts,557016,32406,12.2,6.9
Dukes County,Massachusetts,17275,42956,8.4,3.0
Essex County,Massachusetts,775860,38604,10.9,6.0
Franklin County,Massachusetts,70926,33010,10.9,5.8
Hampden County,Massachusetts,469188,28072,17.2,8.0
Hampshire County,Massachusetts,161197,32198,13.8,6.5
Middlesex County,Massachusetts,1582857,47616,8.2,4.8
Nantucket County,Massachusetts,10912,47924,11.2,3.8
Norfolk County,Massachusetts,694389,49816,6.5,5.5
Plymouth County,Massachusetts,509114,39247,8.0,6.0
Suffolk County,Massachusetts,780685,38031,19.6,7.1
Worcester County,Massachusetts,818249,34691,11.1,6.1
Alcona County,Michigan,10413,24463,14.9,9.3
Alger County,Michigan,9254,21771,13.0,6.9
Allegan County,Michigan,114145,27172,10.8,3.6
Alpena County,Michigan,28730,24030,15.0,6.4
Antrim County,Michigan,23133,29307,12.6,6.1
Arenac County,Michigan,15238,22622,18.5,9.6
Baraga County,Michigan,8580,18975,14.4,6.0
Barry County,Michigan,59607,27166,9.3,6.2
Bay County,Michigan,105350,25462,16.3,7.4
Benzie County,Michigan,17462,26790,10.0,6.5
Berrien County,Michigan,154948,27505,17.2,7.3
Branch County,Michigan,43543,22977,15.9,4.6
Calhoun County,Michigan,134327,24859,17.4,7.4
Cass County,Michigan,51397,28019,13.6,7.8
Charlevoix County,Michigan,26160,31730,11.6,6.2
Cheboygan County,Michigan,25475,24956,16.8,10.7
Chippewa County,Michigan,38023,21958,17.1,9.0
Clare County,Michigan,30597,21198,23.6,11.5
Clinton County,Michigan,77321,32792,10.1,4.3
Crawford County,Michigan,13821,22891,16.4,10.4
Delta County,Michigan,36395,25582,14.4,6.5
Dickinson County,Michigan,25694,25998,15.2,6.0
Eaton County,Michigan,108586,30064,10.9,5.8
Emmet County,Michigan,32978,31356,10.7,6.1
Genesee County,Michigan,410881,25180,20.0,10.8
Gladwin County,Michigan,25324,23491,20.2,7.4
Gogebic County,Michigan,15577,22297,20.4,6.7
Grand Traverse County,Michigan,91222,31701,9.7,5.4
Gratiot County,Michigan,41319,20597,20.5,7.4
Hillsdale County,Michigan,45909,23831,17.0,6.1
Houghton County,Michigan,36333,21462,21.4,6.8
Huron County,Michigan,31750,26352,13.6,5.8
Ingham County,Michigan,286185,27399,20.9,8.1
Ionia County,Michigan,64147,22715,13.1,6.2
Iosco County,Michigan,25317,24099,16.9,9.6
Iron County,Michigan,11291,23658,14.2,5.7
Isabella County,Michigan,70572,22009,27.3,8.4
Jackson County,Michigan,158989,25952,15.2,7.6
Kalamazoo County,Michigan,259830,29258,16.7,6.6
Kalkaska County,Michigan,17358,22822,18.5,8.7
Kent County,Michigan,636376,29433,13.4,5.4
Keweenaw County,Michigan,2136,28700,14.5,5.5
Lake County,Michigan,11669,18199,25.0,11.6
Lapeer County,Michigan,88205,26650,9.7,7.4
Leelanau County,Michigan,21564,37061,7.7,6.3
Lenawee County,Michigan,98585,25649,13.7,5.9
Livingston County,Michigan,186946,36845,5.9,4.6
Luce County,Michigan,6406,19442,19.4,11.8
Mackinac County,Michigan,10836,26967,15.4,10.5
Macomb County,Michigan,864019,29740,11.8,6.6
Manistee County,Michigan,24432,24398,14.7,8.0
Marquette County,Michigan,67145,25550,16.4,6.3
Mason County,Michigan,28800,26251,16.0,7.6
Mecosta County,Michigan,43181,21978,22.5,8.7
Menominee County,Michigan,23389,26151,13.5,5.9
Midland County,Michigan,83489,33013,11.3,7.0
Missaukee County,Michigan,14982,21805,15.9,7.0
Monroe County,Michigan,149619,29245,11.2,5.9
Montcalm County,Michigan,62956,21509,17.5,7.0
Montmorency County,Michigan,9290,23155,15.1,12.7
Muskegon County,Michigan,172707,22829,18.5,8.9
Newaygo County,Michigan,47899,22735,17.8,7.7
Oakland County,Michigan,1241860,40941,9.0,5.3
Oceana County,Michigan,26317,22185,17.5,7.7
Ogemaw County,Michigan,20979,22028,18.7,10.0
Ontonagon County,Michigan,6072,22958,15.5,10.0
Osceola County,Michigan,23221,21090,20.7,7.2
Oscoda County,Michigan,8304,22343,18.1,11.9
Otsego County,Michigan,24247,26012,14.9,6.4
Ottawa County,Michigan,280243,29121,9.5,4.4
Presque Isle County,Michigan,12854,24793,14.9,11.4
Roscommon County,Michigan,23934,22333,19.8,13.0
Saginaw County,Michigan,193803,25348,17.7,8.2
St. Clair County,Michigan,159761,27807,13.3,7.6
St. Joseph County,Michigan,60890,23702,15.7,5.3
Sanilac County,Michigan,41535,23924,15.0,7.7
Schoolcraft County,Michigan,8114,21534,21.4,13.9
Shiawassee County,Michigan,68617,25218,13.1,7.1
Tuscola County,Michigan,53569,23573,15.9,7.4
Van Buren County,Michigan,75190,25433,15.8,6.6
Washtenaw County,Michigan,361509,37455,14.5,5.4
Wayne County,Michigan,1763822,24847,23.7,11.6
Wexford County,Michigan,32915,22028,17.3,7.2
Aitkin County,Minnesota,15841,26883,12.1,6.2
Anoka County,Minnesota,344861,34321,6.6,4.2
Becker County,Minnesota,33552,28525,12.7,3.6
Beltrami County,Minnesota,45847,23748,19.0,8.7
Benton County,Minnesota,39360,27018,14.1,4.2
Big Stone County,Minnesota,5039,29035,11.7,2.8
Blue Earth County,Minnesota,65767,28283,18.1,4.5
Brown County,Minnesota,25243,29696,8.1,2.3
Carlton County,Minnesota,35408,26900,12.1,3.9
Carver County,Minnesota,98799,44212,4.0,2.4
Cass County,Minnesota,28810,28004,15.3,5.7
Chippewa County,Minnesota,12040,29354,11.1,2.0
Chisago County,Minnesota,54297,32105,5.4,4.2
Clay County,Minnesota,62040,28122,12.5,2.8
Clearwater County,Minnesota,8824,24515,17.9,7.3
Cook County,Minnesota,5270,31831,13.0,2.6
Cottonwood County,Minnesota,11437,27206,15.6,5.1
Crow Wing County,Minnesota,63505,30013,9.6,3.5
Dakota County,Minnesota,414655,38863,6.9,4.0
Dodge County,Minnesota,20485,31417,5.7,2.9
Douglas County,Minnesota,36891,33336,8.4,3.1
Faribault County,Minnesota,13966,29116,11.5,2.8
Fillmore County,Minnesota,20825,28441,11.3,2.8
Freeborn County,Minnesota,30619,27603,11.8,4.1
Goodhue County,Minnesota,46138,33477,10.8,4.2
Grant County,Minnesota,5923,30359,10.6,4.8
Hennepin County,Minnesota,1224763,41794,11.5,4.6
Houston County,Minnesota,18709,30150,8.9,3.1
Hubbard County,Minnesota,20743,28073,10.8,3.7
Isanti County,Minnesota,38584,30145,7.1,5.1
Itasca County,Minnesota,45237,27497,12.6,5.7
Jackson County,Minnesota,10104,31010,7.7,3.9
Kanabec County,Minnesota,15948,26345,11.6,5.2
Kandiyohi County,Minnesota,42577,29375,11.3,3.0
Kittson County,Minnesota,4384,30525,11.2,2.6
Koochiching County,Minnesota,12776,26804,17.1,6.9
Lac qui Parle County,Minnesota,6840,31427,9.3,3.1
Lake County,Minnesota,10578,32319,9.3,3.8
Lake of the Woods County,Minnesota,3841,24964,7.4,3.8
Le Sueur County,Minnesota,27810,31135,8.8,3.9
Lincoln County,Minnesota,5724,28382,11.4,3.0
Lyon County,Minnesota,25789,30203,13.7,3.6
McLeod County,Minnesota,35816,30145,8.4,3.0
Mahnomen County,Minnesota,5500,20720,22.7,9.2
Marshall County,Minnesota,9397,28585,7.8,3.2
Martin County,Minnesota,20084,30806,11.3,3.1
Meeker County,Minnesota,23105,29216,8.3,2.9
Mille Lacs County,Minnesota,25635,25732,11.5,6.6
Morrison County,Minnesota,32880,28040,11.4,4.6
Mower County,Minnesota,39386,28613,13.0,5.0
Murray County,Minnesota,8394,30553,8.2,3.6
Nicollet County,Minnesota,33477,29722,11.3,3.8
Nobles County,Minnesota,21854,24935,15.8,6.5
Norman County,Minnesota,6589,27099,12.0,3.3
Olmsted County,Minnesota,151685,37956,9.1,4.3
Otter Tail County,Minnesota,57790,29932,9.4,3.6
Pennington County,Minnesota,14197,28562,10.3,3.2
Pine County,Minnesota,29057,24044,13.6,5.9
Pipestone County,Minnesota,9229,28706,11.8,4.2
Polk County,Minnesota,31564,28260,12.4,3.6
Pope County,Minnesota,10932,32454,7.9,3.0
Ramsey County,Minnesota,537893,32544,15.0,5.5
Red Lake County,Minnesota,4017,26988,9.4,2.9
Redwood County,Minnesota,15430,27543,11.8,3.0
Renville County,Minnesota,14798,31215,11.0,2.7
Rice County,Minnesota,65251,28603,11.5,3.6
Rock County,Minnesota,9433,29000,11.0,1.9
Roseau County,Minnesota,15537,27935,9.2,2.6
St. Louis County,Minnesota,200294,29197,15.4,5.1
Scott County,Minnesota,141463,38322,5.6,3.5
Sherburne County,Minnesota,92024,33048,6.4,3.6
Sibley County,Minnesota,14888,29884,8.5,4.5
Stearns County,Minnesota,155300,29148,13.1,4.5
Steele County,Minnesota,36612,29930,9.9,4.5
Stevens County,Minnesota,9759,31419,15.4,2.6
Swift County,Minnesota,9448,29470,12.2,3.3
Todd County,Minnesota,24423,24988,13.0,3.8
Traverse County,Minnesota,3357,30234,10.9,3.2
Wabasha County,Minnesota,21490,32307,6.1,3.2
Wadena County,Minnesota,13626,24200,15.0,5.8
Waseca County,Minnesota,18898,27383,9.2,3.2
Washington County,Minnesota,250979,41591,5.0,3.5
Watonwan County,Minnesota,10936,26884,12.2,2.4
Wilkin County,Minnesota,6398,28575,9.9,1.4
Winona County,Minnesota,50992,27200,14.5,5.1
Wright County,Minnesota,131130,32506,5.0,3.6
Yellow Medicine County,Minnesota,9930,28182,12.5,2.7
Adams County,Mississippi,31583,17721,34.2,10.9
Alcorn County,Mississippi,37242,20527,19.6,8.6
Amite County,Mississippi,12574,19665,22.8,10.8
Attala County,Mississippi,18731,20617,22.6,10.3
Benton County,Mississippi,8306,18599,20.2,13.7
Bolivar County,Mississippi,33121,16984,37.4,12.6
Calhoun County,Mississippi,14617,17837,26.9,8.4
Carroll County,Mississippi,10221,22995,14.0,7.0
Chickasaw County,Mississippi,17305,19609,22.9,7.6
Choctaw County,Mississippi,8360,19816,24.5,10.4
Claiborne County,Mississippi,9106,13095,45.9,17.7
Clarke County,Mississippi,16089,20564,18.5,9.1
Clay County,Mississippi,19990,19220,26.6,11.3
Coahoma County,Mississippi,24296,16699,36.2,19.0
Copiah County,Mississippi,28748,18756,24.3,12.3
Covington County,Mississippi,19172,18749,23.1,8.8
DeSoto County,Mississippi,173267,28316,9.8,6.1
Forrest County,Mississippi,75835,20783,26.3,11.9
Franklin County,Mississippi,7772,24864,17.9,7.4
George County,Mississippi,23545,20973,14.7,8.2
Greene County,Mississippi,13801,18002,15.1,11.7
Grenada County,Mississippi,21379,20150,24.2,10.4
Hancock County,Mississippi,46277,24373,17.2,8.7
Harrison County,Mississippi,200491,23127,20.5,9.4
Hinds County,Mississippi,243249,22397,23.9,10.0
Holmes County,Mississippi,18267,12394,46.5,19.6
Humphreys County,Mississippi,8678,15696,40.5,21.1
Issaquena County,Mississippi,1296,16348,40.3,12.6
Itawamba County,Mississippi,23439,20859,18.4,6.1
Jackson County,Mississippi,141314,24665,15.3,8.3
Jasper County,Mississippi,16547,20619,22.8,5.7
Jefferson County,Mississippi,7463,13758,47.0,9.6
Jefferson Davis County,Mississippi,11639,17035,32.5,10.7
Jones County,Mississippi,68328,20958,21.6,7.8
Kemper County,Mississippi,10082,15790,31.8,6.8
Lafayette County,Mississippi,52744,25719,25.3,5.7
Lamar County,Mississippi,60517,28342,16.3,9.2
Lauderdale County,Mississippi,78221,23339,21.5,7.2
Lawrence County,Mississippi,12659,21826,19.8,9.3
Leake County,Mississippi,22936,18825,25.1,9.2
Lee County,Mississippi,84840,23968,17.3,6.3
Leflore County,Mississippi,30113,15403,40.3,12.0
Lincoln County,Mississippi,34542,20627,23.6,7.5
Lowndes County,Mississippi,59558,23141,21.1,11.4
Madison County,Mississippi,102212,36627,12.0,5.1
Marion County,Mississippi,25466,19610,25.9,8.3
Marshall County,Mississippi,35981,19775,17.8,6.2
Monroe County,Mississippi,35967,21643,19.2,7.4
Montgomery County,Mississippi,10309,22666,25.6,9.1
Neshoba County,Mississippi,29437,19243,22.1,8.5
Newton County,Mississippi,21437,21177,23.0,7.7
Noxubee County,Mississippi,10942,16591,34.9,14.8
Oktibbeha County,Mississippi,49392,21322,29.8,9.5
Panola County,Mississippi,34229,20191,20.5,7.6
Pearl River County,Mississippi,55049,22136,17.9,10.0
Perry County,Mississippi,12047,19308,19.9,10.2
Pike County,Mississippi,39763,17470,32.3,7.7
Pontotoc County,Mississippi,31075,20421,17.0,6.3
Prentiss County,Mississippi,25389,19016,22.5,7.0
Quitman County,Mississippi,7537,15189,37.5,24.3
Rankin County,Mississippi,149645,29055,8.5,4.5
Scott County,Mississippi,28399,20520,27.8,10.9
Sharkey County,Mississippi,4631,17192,29.0,14.9
Simpson County,Mississippi,27215,19336,27.1,9.9
Smith County,Mississippi,16114,21864,18.2,4.7
Stone County,Mississippi,17981,21615,17.3,5.6
Sunflower County,Mississippi,26915,14427,32.5,17.6
Tallahatchie County,Mississippi,14552,14163,28.3,13.7
Tate County,Mississippi,28333,21671,19.3,7.7
Tippah County,Mississippi,21993,19780,22.8,8.9
Tishomingo County,Mississippi,19476,19379,18.6,10.8
Tunica County,Mississippi,10276,18486,27.0,10.2
Union County,Mississippi,28202,19518,18.2,8.3
Walthall County,Mississippi,14670,20155,26.3,6.7
Warren County,Mississippi,47510,22542,23.7,7.9
Washington County,Mississippi,48002,19247,33.7,16.8
Wayne County,Mississippi,20458,21515,24.3,10.4
Webster County,Mississippi,9868,20662,25.3,9.4
Wilkinson County,Mississippi,9084,12722,38.7,12.5
Winston County,Mississippi,18482,23527,25.3,9.9
Yalobusha County,Mississippi,12426,20037,22.6,5.3
Yazoo County,Mississippi,27496,16927,36.5,15.9
Adair County,Missouri,25437,21778,26.2,5.5
Andrew County,Missouri,17358,28003,9.0,4.2
Atchison County,Missouri,5335,28209,12.1,4.1
Audrain County,Missouri,25763,21226,16.7,7.4
Barry County,Missouri,35398,20840,20.5,8.0
Barton County,Missouri,11942,24628,20.9,5.4
Bates County,Missouri,16405,25873,14.3,5.2
Benton County,Missouri,18918,20163,18.6,9.7
Bollinger County,Missouri,12347,20687,19.9,5.1
Boone County,Missouri,174589,28495,18.7,4.4
Buchanan County,Missouri,89425,24271,17.3,5.7
Butler County,Missouri,42826,20855,21.6,9.2
Caldwell County,Missouri,9046,24200,13.3,3.8
Callaway County,Missouri,44793,24208,12.3,4.3
Camden County,Missouri,44855,25492,17.5,8.0
Cape Girardeau County,Missouri,78013,25965,17.7,5.3
Carroll County,Missouri,8909,24642,18.4,8.2
Carter County,Missouri,6255,21569,14.5,6.9
Cass County,Missouri,101888,30618,9.5,4.9
Cedar County,Missouri,13862,20228,22.6,11.2
Chariton County,Missouri,7586,23463,14.2,3.7
Christian County,Missouri,83028,26628,10.4,5.3
Clark County,Missouri,6807,26253,15.3,4.6
Clay County,Missouri,236068,31953,8.9,4.4
Clinton County,Missouri,20495,27655,11.0,3.8
Cole County,Missouri,76749,27559,12.6,4.4
Cooper County,Missouri,17620,22371,11.2,5.0
Crawford County,Missouri,24387,20799,20.0,11.6
Dade County,Missouri,7581,20468,22.9,9.3
Dallas County,Missouri,16441,19647,15.7,7.8
Daviess County,Missouri,8300,22642,13.2,3.5
DeKalb County,Missouri,12564,18994,12.5,3.4
Dent County,Missouri,15566,20908,20.8,7.3
Douglas County,Missouri,13391,18095,20.6,7.0
Dunklin County,Missouri,30905,18878,26.6,6.9
Franklin County,Missouri,102413,27209,10.6,4.9
Gasconade County,Missouri,14769,25963,12.0,3.4
Gentry County,Missouri,6688,20903,18.1,4.1
Greene County,Missouri,286759,25529,18.5,5.0
Grundy County,Missouri,10111,22014,20.5,3.6
Harrison County,Missouri,8615,20947,18.3,3.3
Henry County,Missouri,21834,24371,21.2,6.7
Hickory County,Missouri,9352,19711,23.3,9.6
Holt County,Missouri,4499,25306,12.0,4.2
Howard County,Missouri,10144,23430,16.4,4.6
Howell County,Missouri,40139,20274,22.9,5.0
Iron County,Missouri,10286,19414,21.2,8.6
Jackson County,Missouri,688554,28965,15.9,5.7
Jasper County,Missouri,118522,23390,17.3,5.5
Jefferson County,Missouri,222639,27443,10.9,6.5
Johnson County,Missouri,53941,23304,16.2,6.9
Knox County,Missouri,3976,22171,20.2,5.8
Laclede County,Missouri,35488,20534,17.7,7.7
Lafayette County,Missouri,32655,27260,12.8,5.5
Lawrence County,Missouri,38131,21022,17.1,6.2
Lewis County,Missouri,10078,22083,15.2,2.9
Lincoln County,Missouri,54800,24023,13.2,6.3
Linn County,Missouri,12248,22361,16.5,3.2
Livingston County,Missouri,15025,22248,17.9,3.4
McDonald County,Missouri,22753,19577,19.0,6.2
Macon County,Missouri,15319,20890,17.0,7.4
Madison County,Missouri,12226,20081,18.8,5.8
Maries County,Missouri,8959,22087,18.9,7.7
Marion County,Missouri,28703,22662,18.4,6.5
Mercer County,Missouri,3669,20374,17.7,3.5
Miller County,Missouri,24947,23346,16.5,7.1
Mississippi County,Missouri,13916,17918,31.7,10.0
Moniteau County,Missouri,15904,21305,11.9,5.7
Monroe County,Missouri,8676,22255,13.0,4.5
Montgomery County,Missouri,11618,21757,16.1,5.8
Morgan County,Missouri,20097,20055,25.5,7.3
New Madrid County,Missouri,18030,20261,24.1,9.4
Newton County,Missouri,58237,25837,12.9,5.4
Nodaway County,Missouri,22744,21056,22.6,4.7
Oregon County,Missouri,10779,18309,25.3,5.0
Osage County,Missouri,13610,24995,6.8,3.3
Ozark County,Missouri,9328,17857,27.6,8.4
Pemiscot County,Missouri,17344,18883,28.5,10.7
Perry County,Missouri,19135,24846,8.2,4.1
Pettis County,Missouri,42309,22304,17.2,5.8
Phelps County,Missouri,44873,23691,20.4,6.3
Pike County,Missouri,18517,20947,15.1,4.8
Platte County,Missouri,96899,37443,7.2,4.0
Polk County,Missouri,31347,21357,14.4,5.8
Pulaski County,Missouri,53132,21716,12.8,8.8
Putnam County,Missouri,4846,20729,16.9,5.9
Ralls County,Missouri,10208,24687,13.3,4.5
Randolph County,Missouri,24987,19984,16.5,6.1
Ray County,Missouri,22859,26781,15.6,5.4
Reynolds County,Missouri,6361,21593,17.3,7.6
Ripley County,Missouri,13807,18434,23.4,7.2
St. Charles County,Missouri,385115,35628,5.7,3.6
St. Clair County,Missouri,9396,20827,22.2,8.0
Ste. Genevieve County,Missouri,17882,26418,16.6,4.6
St. Francois County,Missouri,66248,20944,15.4,6.5
St. Louis County,Missouri,999539,38081,9.8,5.9
Saline County,Missouri,23010,21729,17.3,4.6
Schuyler County,Missouri,4450,19882,18.4,6.0
Scotland County,Missouri,4883,23785,16.7,4.6
Scott County,Missouri,38858,22939,20.1,6.0
Shannon County,Missouri,8273,17903,30.5,8.1
Shelby County,Missouri,6084,22349,15.5,4.8
Stoddard County,Missouri,29634,21684,16.8,7.1
Stone County,Missouri,31529,26052,12.8,7.7
Sullivan County,Missouri,6382,21168,15.9,3.4
Taney County,Missouri,54308,21381,17.1,6.3
Texas County,Missouri,25714,17918,25.3,7.1
Vernon County,Missouri,20665,22369,15.2,4.1
Warren County,Missouri,33554,26845,12.8,6.1
Washington County,Missouri,24968,18314,20.2,9.9
Wayne County,Missouri,13369,18897,23.4,8.1
Webster County,Missouri,37558,20468,18.4,4.8
Worth County,Missouri,2053,22961,15.0,4.1
Wright County,Missouri,18304,19805,25.0,8.4
St. Louis city,Missouri,314867,26739,25.0,9.4
Beaverhead County,Montana,9360,28420,16.1,4.6
Big Horn County,Montana,13290,17905,26.8,15.9
Blaine County,Montana,6646,17059,32.7,16.8
Broadwater County,Montana,5755,32268,7.8,4.1
Carbon County,Montana,10466,31697,9.9,4.0
Carter County,Montana,1320,30659,11.8,2.9
Cascade County,Montana,81816,28350,13.1,4.6
Chouteau County,Montana,5812,22014,20.3,3.5
Custer County,Montana,11895,28501,9.8,1.7
Daniels County,Montana,1788,36108,4.6,1.7
Dawson County,Montana,9324,29130,12.3,1.1
Deer Lodge County,Montana,9131,25107,18.8,2.3
Fallon County,Montana,2925,32371,5.8,1.7
Fergus County,Montana,11327,27491,14.7,2.6
Flathead County,Montana,96147,28379,13.6,4.0
Gallatin County,Montana,100733,33181,13.0,4.3
Garfield County,Montana,1086,29896,5.1,0.0
Glacier County,Montana,13677,16737,33.1,7.6
Golden Valley County,Montana,747,25110,18.2,4.4
Granite County,Montana,3206,29144,9.9,6.9
Hill County,Montana,16468,21780,21.2,6.4
Jefferson County,Montana,11625,32387,9.9,5.7
Judith Basin County,Montana,1965,28709,13.9,2.9
Lake County,Montana,29518,24348,20.9,8.0
Lewis and Clark County,Montana,66290,31252,11.4,3.2
Liberty County,Montana,2245,36525,13.9,1.9
Lincoln County,Montana,19249,22483,16.4,9.9
McCone County,Montana,1728,28230,7.7,1.2
Madison County,Montana,7902,31620,10.6,3.4
Meagher County,Montana,2000,20095,15.8,3.5
Mineral County,Montana,4194,22894,20.1,7.4
Missoula County,Montana,114231,29681,15.9,6.0
Musselshell County,Montana,4766,23908,17.4,5.6
Park County,Montana,16001,29181,13.4,2.8
Petroleum County,Montana,453,31549,10.1,5.2
Phillips County,Montana,4139,22369,18.0,8.9
Pondera County,Montana,6081,22866,19.0,5.8
Powder River County,Montana,1610,31211,8.2,2.4
Powell County,Montana,6852,23990,14.6,1.5
Prairie County,Montana,1325,28366,10.1,2.5
Ravalli County,Montana,41387,25151,16.0,6.8
Richland County,Montana,11405,33709,5.9,2.6
Roosevelt County,Montana,11218,18030,29.1,10.2
Rosebud County,Montana,9292,23832,19.1,8.6
Sanders County,Montana,11414,23020,21.2,7.6
Sheridan County,Montana,3568,32833,12.2,2.7
Silver Bow County,Montana,34514,26248,19.2,5.9
Stillwater County,Montana,9342,31583,6.5,3.6
Sweet Grass County,Montana,3646,28065,10.4,0.9
Teton County,Montana,6040,26884,9.8,1.7
Toole County,Montana,5031,26354,16.6,1.0
Treasure County,Montana,790,22880,17.0,0.0
